料理の種類,料理名,エネルギー[キロカロリー],たんぱく質[グラム],脂質[グラム],炭水化物[グラム],食塩相当量[グラム],野菜量[グラム],材料1＿材料名,材料1＿重量[グラム],材料2＿材料名,材料2＿重量[グラム],材料3＿材料名,材料3＿重量[グラム],材料4＿材料名,材料4＿重量[グラム],材料5＿材料名,材料5＿重量[グラム],材料6＿材料名,材料6＿重量[グラム],材料7＿材料名,材料7＿重量[グラム],材料8＿材料名,材料8＿重量[グラム],材料9＿材料名,材料9＿重量[グラム],材料10＿材料名,材料10＿重量[グラム],材料11＿材料名,材料11＿重量[グラム],材料12＿材料名,材料12＿重量[グラム],材料13＿材料名,材料13＿重量[グラム],材料14＿材料名,材料14＿重量[グラム],材料15＿材料名,材料15＿重量[グラム],材料16＿材料名,材料16＿重量[グラム],材料17＿材料名,材料17＿重量[グラム],材料18＿材料名,材料18＿重量[グラム],材料19＿材料名,材料19＿重量[グラム],材料20＿材料名,材料20＿重量[グラム],,
ごはん,ごはん（中茶碗1杯）,252,3.8,0.5,55.7,0.0,0.0,めし・精白米（水稲）,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,麦ごはん,248,4.3,0.7,54.0,0.0,0.0,米・精白米（水稲）,60,大麦・押麦,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,きのこたっぷり混ぜご飯,307,6.6,2.4,61.4,1.0,23.0,米・精白米（水稲）,70,えのきたけ＿生,7,しめじ・ぶなしめじ＿生,7,まいたけ＿生,7,油揚げ,5,かつお・昆布だし,90,こいくちしょうゆ,6,みりん風調味料,9,清酒・上撰,7.5,糸みつば・葉＿生,2,,,,,,,,,,,,,,,,,,,,,,
ごはん,五目炊き込みご飯,311,11.4,2.7,57.9,1.1,35.0,米・精白米（水稲）,66,油揚げ,5,にんじん・根、皮つき＿生,7,板こんにゃく（精粉こんにゃく）,15,ごぼう・根＿生,20,生しいたけ＿生,5,若鶏・むね、皮なし＿生,25,こいくちしょうゆ,3,みりん風調味料,3,昆布だし,50,食塩,0.5,清酒・上撰,1.2,さやいんげん・若ざや＿生,3,,,,,,,,,,,,,,,,
ごはん,赤飯,289,6.1,1.1,63.8,0.5,0.0,赤飯（もち米製品）,150,ごま＿いり,1,食塩,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,いなり寿司,311,7.4,8.3,48.8,2.1,0.0,めし・精白米（水稲）,105,清酒・上撰,3.75,穀物酢,13,車糖・上白糖,4.5,食塩,1.5,油揚げ,22.5,かつお・昆布だし,20,車糖・上白糖,3.7,こいくちしょうゆ,4.2,ごま＿いり,1,,,,,,,,,,,,,,,,,,,,,,
ごはん,巻き寿司,402,10.2,4.3,78.2,2.4,73.4,めし・精白米（水稲）,170,清酒・上撰,3.75,穀物酢,13,車糖・上白糖,4.5,食塩,1.5,乾ししいたけ＿乾,2,車糖・上白糖,1.5,みりん風調味料,3,こいくちしょうゆ,3,鶏卵・全卵＿生,25,車糖・上白糖,1.5,食塩,0.2,調合油,1,きゅうり＿生,60,まだら・でんぶ,3,あまのり・焼きのり,2,,,,,,,,,,
ごはん,ちらし寿司,457,13.7,4.7,86.3,3.2,42.0,めし・精白米（水稲）,200,穀物酢,20,車糖・上白糖,4.5,食塩,2,にんじん・根、皮つき＿生,15,食塩,0.2,車糖・上白糖,1,昆布だし,10,乾ししいたけ＿乾,2,かんぴょう＿乾,2,こいくちしょうゆ,3,車糖・上白糖,1.5,鶏卵・全卵＿生,28,食塩,0.2,調合油,1,くるまえび・養殖＿生,20,食塩,0.2,さやいんげん・若ざや＿生,5,,,,,,
ごはん,親子丼,665,28.5,8.9,110.7,2.1,65.0,めし・精白米（水稲）,260,若鶏・もも、皮なし＿生,75,清酒・上撰,3.75,たまねぎ・りん茎＿生,60,かつおだし,25,こいくちしょうゆ,12,みりん風調味料,9,車糖・上白糖,2.25,鶏卵・全卵＿生,50,切りみつば・葉＿生,5,,,,,,,,,,,,,,,,,,,,,,
ごはん,カツ丼,868,30.5,31.1,107.3,2.8,20.0,めし・精白米（水稲）,260,豚・ロース・脂身つき＿生,80,食塩,1,薄力粉・1等,4,鶏卵・全卵＿生,4,パン粉＿乾燥,4,調合油,9,たまねぎ・りん茎＿生,20,こいくちしょうゆ,10,みりん・本みりん,5,鶏卵・全卵＿生,50,,,,,,,,,,,,,,,,,,,,
ごはん,牛丼,873,15.7,35.8,112.8,2.2,30.0,めし・精白米（水稲）,260,和牛・ばら・脂身つき＿生,70,こんにゃく・しらたき,30,たまねぎ・りん茎＿生,30,車糖・上白糖,7,こいくちしょうゆ,15,みりん・本みりん,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,天丼,731,38.6,14.1,104.9,3.0,17.0,めし・精白米（水稲）,260,くるまえび・養殖＿生,40,いか・するめ,30,なす＿生,10,ししとうがらし＿生,5,しそ・葉＿生,2,薄力粉・1等,6,鶏卵・全卵＿生,6,調合油,11,こいくちしょうゆ,12,みりん・本みりん,3,顆粒風味調味料,1,,,,,,,,,,,,,,,,,,
ごはん,中華丼,743,31.1,20.3,101.8,2.8,40.0,めし・精白米（水稲）,260,いか・するめ,20,しばえび＿生,20,豚・ばら・脂身つき＿生,30,うずら卵・水煮缶詰,15,はくさい＿生,20,たけのこ・水煮缶詰,10,にんじん・根、皮つき＿生,5,根深ねぎ・葉、軟白＿生,5,調合油,6,こいくちしょうゆ,5,食塩,1,こしょう・白、粉,0.02,顆粒風味調味料,1,じゃがいもでん粉,3,,,,,,,,,,,,
ごはん,カレーライス（ビーフ）,882,20.1,31.1,124.2,3.2,90.0,めし・精白米（水稲）,260,和牛・かた・脂身つき＿生,60,じゃがいも＿生,60,たまねぎ・りん茎＿生,50,にんじん・根、皮つき＿生,40,調合油,10,食塩,1,こしょう・白、粉,0.02,カレールウ,20,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,オムライス,596,20.2,16.4,86.8,2.3,52.0,めし・精白米（水稲）,200,若鶏・むね、皮なし＿生,30,たまねぎ・りん茎＿生,40,青ピーマン＿生,10,調合油,5,食塩,1,トマト加工品・ケチャップ,30,鶏卵・全卵＿生,60,有塩バター,5,パセリ・葉＿生,2,,,,,,,,,,,,,,,,,,,,,,
ごはん,炒飯,537,14.7,15.4,80.9,3.7,45.0,めし・精白米（水稲）,200,豚・焼き豚,25,根深ねぎ・葉、軟白＿生,15,生しいたけ＿生,10,グリーンピース＿冷凍,20,鶏卵・全卵＿生,25,食塩,0.5,調合油,2,調合油,8,食塩,2,こしょう・混合、粉,0.01,こいくちしょうゆ,3,,,,,,,,,,,,,,,,,,
ごはん,きな粉もち（1個）,158,4.6,2.0,29.8,0.3,0.0,もち（もち米製品）,50,きな粉・全粒大豆,7,車糖・上白糖,2.5,食塩,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごはん,磯辺焼き（1個）,122,2.7,0.4,25.9,0.4,1.0,もち（もち米製品）,50,こいくちしょうゆ,3,あまのり・焼きのり,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,卵野菜サンドイッチ,260,7.2,16.7,20.0,1.0,70.0,食パン・市販品,36,ソフトタイプマーガリン,6,鶏卵・全卵＿生,25,マヨネーズ・全卵型,6,食塩,0.2,こしょう・混合、粉,0.01,きゅうり＿生,30,レタス＿生,10,トマト＿生,30,マヨネーズ・全卵型,4,,,,,,,,,,,,,,,,,,,,,,
パン,卵サンドイッチ,304,9.8,20.7,18.7,1.1,8.0,食パン・市販品,36,有塩バター,6,鶏卵・全卵＿生,50,きゅうり・ピクルス・スイート型,5,マヨネーズ・全卵型,12,パセリ・葉＿生,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,チーズ野菜サンドイッチ,260,11.8,14.5,20.3,1.6,80.0,食パン・市販品,36,プロセスチーズ,20,豚・ハム・ロース,20,きゅうり＿生,30,トマト＿生,30,レタス＿生,20,ソフトタイプマーガリン,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,ツナサンドイッチ,338,10.9,24.2,18.9,1.4,30.0,食パン・市販品,36,まぐろ・缶詰油漬フレーク・ライト,40,たまねぎ・りん茎＿生,10,マヨネーズ・全卵型,12,食塩,0.3,こしょう・黒、粉,0.01,レタス＿生,20,ソフトタイプマーガリン,6,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,トースト（食パン6枚切り1枚）,158,5.6,2.6,28.0,0.8,0.0,食パン・市販品,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,バタートースト（食パン6枚切り1枚）,203,5.6,7.5,28.0,0.9,0.0,食パン・市販品,60,有塩バター,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,いちごジャムトースト（食パン6枚切り1枚）,212,5.7,2.7,41.3,0.8,0.0,食パン・市販品,60,いちご・ジャム・高糖度,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,ピザトースト（食パン6枚切り1枚）,299,15.3,12.0,32.0,2.3,21.0,食パン・市販品,60,トマト加工品・トマトソース,22,豚・ハム・ロース,20,たまねぎ・りん茎＿生,10,青ピーマン＿生,8,プロセスチーズ,25,パセリ・葉＿生,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,フレンチトースト（食パン6枚切り1枚）,305,11.0,12.7,35.9,1.1,0.0,食パン・市販品,60,有塩バター,6,鶏卵・全卵＿生,25,普通牛乳,70,車糖・上白糖,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,チーズトースト（食パン6枚切り1枚）,243,11.3,9.1,28.4,1.5,0.0,食パン・市販品,60,プロセスチーズ,25,こしょう・黒、粉,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,クリームパン（1個）,183,6.2,6.5,24.8,0.5,0.0,クリームパン,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,あんぱん（1個）,280,7.9,5.3,50.2,0.7,0.0,あんパン,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,ジャムパン（1個）,297,6.6,5.8,54.5,0.8,0.0,ジャムパン,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,チョココロネ（1個）,246,4.0,9.5,36.1,0.4,0.0,チョココロネ,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,かけうどん,325,8.9,0.9,64.1,4.5,10.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,わかめうどん,327,9.2,1.0,64.7,4.8,30.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,湯通し塩蔵わかめ＿塩抜き,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,きつねうどん,446,14.6,10.9,66.1,4.8,10.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,油揚げ,30,かつお・昆布だし,5,車糖・上白糖,1,こいくちしょうゆ,2,,,,,,,,,,,,,,,,,,,,,,,,
麺,肉うどん,499,17.4,9.9,74.9,6.6,40.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,和牛・かた・脂身つき＿生,40,たまねぎ・りん茎＿生,30,かつお・昆布だし,20,清酒・上撰,10,こいくちしょうゆ,14,車糖・上白糖,4,みりん・本みりん,5,,,,,,,,,,,,,,,,,,
麺,やまかけうどん,379,11.1,1.2,75.4,4.5,10.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,やまのいも・いちょういも＿生,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,月見うどん,401,15.0,6.1,64.2,4.7,10.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,鶏卵・全卵＿生,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,えび天うどん（えび天1尾）,451,20.5,8.1,66.6,5.1,10.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,ブラックタイガー・養殖＿生,60,食塩,0.36,薄力粉・1等,3,鶏卵・全卵＿生,3,調合油,6.6,,,,,,,,,,,,,,,,,,,,,,
麺,ごぼう天うどん,430,10.2,8.2,72.5,4.7,50.0,うどん＿ゆで,230,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,ごぼう・根＿生,40,食塩,0.24,薄力粉・1等,3,鶏卵・全卵＿生,3,調合油,6.9,,,,,,,,,,,,,,,,,,,,,,
麺,かけそば,348,12.5,2.0,66.4,3.8,10.0,そば＿ゆで,200,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,ざるそば,304,11.8,2.0,60.1,2.7,11.0,そば＿ゆで,200,根深ねぎ・葉、軟白＿生,10,あまのり・焼きのり,1,めんつゆ・ストレート,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,わかめそば,350,12.8,2.1,67.0,4.1,30.0,そば＿ゆで,200,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,湯通し塩蔵わかめ＿塩抜き,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,肉そば,522,21.0,11.0,77.3,5.9,40.0,そば＿ゆで,200,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,和牛・かた・脂身つき＿生,40,たまねぎ・りん茎＿生,30,かつお・昆布だし,20,清酒・上撰,10,こいくちしょうゆ,14,車糖・上白糖,4,みりん・本みりん,5,,,,,,,,,,,,,,,,,,
麺,えび天そば,473,24.1,9.2,68.9,4.4,10.0,そば＿ゆで,200,かつお・昆布だし,300,こいくちしょうゆ,24,みりん・本みりん,24,根深ねぎ・葉、軟白＿生,10,ブラックタイガー・養殖＿生,60,食塩,0.36,薄力粉・1等,3,鶏卵・全卵＿生,3,調合油,6.6,,,,,,,,,,,,,,,,,,,,,,
麺,ソース焼きそば,478,15.8,13.5,70.1,3.1,110.2,蒸し中華めん,150,豚・ロース・脂身つき＿生,30,キャベツ＿生,40,たまねぎ・りん茎＿生,30,ブラックマッペもやし＿生,30,にんじん・根、皮つき＿生,10,調合油,5,ウスターソース,20,こいくちしょうゆ,5,あおのり＿素干し,0.2,,,,,,,,,,,,,,,,,,,,,,
麺,冷やし中華,483,19.4,10.7,73.1,3.5,80.0,中華めん＿生,120,豚・ハム・ロース,20,鶏卵・全卵＿生,30,調合油,1,きゅうり＿生,50,ブラックマッペもやし＿生,30,穀物酢,10,こいくちしょうゆ,7.5,車糖・上白糖,1.5,顆粒風味調味料,1,ごま油,2,からし・練り,2,,,,,,,,,,,,,,,,,,
麺,ミートソーススパゲティ,632,25.9,20.7,79.9,4.2,69.0,マカロニ・スパゲッティ＿乾,85,牛・ひき肉＿生,70,たまねぎ・りん茎＿生,45,にんじん・根、皮つき＿生,10,セロリー・葉柄＿生,10,にんにく・りん茎＿生,1,薄力粉・1等,1,有塩バター,10,トマト加工品・ケチャップ,25,ウスターソース・中濃ソース,15,固形コンソメ,0.5,食塩,2,こしょう・混合、粉,0.02,パセリ・葉＿生,3,,,,,,,,,,,,,,
麺,カルボナーラスパゲティ,760,19.3,45.9,61.9,3.8,0.0,マカロニ・スパゲッティ＿乾,85,豚・ベーコン・ベーコン,30,鶏卵・全卵＿生,18,クリーム、乳脂肪・植物性脂肪,10,ナチュラルチーズ・パルメザン,4,食塩,3,こしょう・白、粉,0.03,調合油,25,,,,,,,,,,,,,,,,,,,,,,,,,,
麺,マカロニグラタン,516,19.9,25.1,50.2,4.5,65.0,マカロニ・スパゲッティ＿乾,40,しばえび＿生,40,たまねぎ・りん茎＿生,40,マッシュルーム・水煮缶詰,25,調合油,6,食塩,1.5,こしょう・混合、粉,0.01,有塩バター,12,薄力粉・1等,13,普通牛乳,105,食塩,2,ナチュラルチーズ・パルメザン,2,パン粉＿乾燥,3,有塩バター,4,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,豚肉のしょうが焼き,280,17.9,21.3,1.2,1.0,5.0,豚・ロース・脂身つき＿生,90,こいくちしょうゆ,6,清酒・上撰,1,しょうが・根茎＿生,5,調合油,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏もも肉の照り焼き,225,13.7,15.2,4.8,1.4,0.0,若鶏・もも、皮つき＿生,80,こいくちしょうゆ,9,みりん・本みりん,9,調合油,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏むね肉の味噌ダレ焼き,154,14.4,8.5,2.9,0.9,0.0,若鶏・むね、皮つき＿生,70,米みそ・淡色辛みそ,4,こいくちしょうゆ,2,みりん風調味料,3,清酒・上撰,2.5,ごま＿乾,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏の甘酢あんかけ,210,10.7,12.5,12.5,0.7,35.0,若鶏・もも、皮つき＿生,60,たまねぎ・りん茎＿生,10,青ピーマン＿生,10,にんじん・根、皮つき＿生,15,じゃがいもでん粉,3,調合油,4,こいくちしょうゆ,4,穀物酢,5,車糖・上白糖,5,中華だし,50,じゃがいもでん粉,2.25,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏のきのこあんかけ,179,13.2,9.1,9.3,1.0,45.0,若鶏・むね、皮つき＿生,60,清酒・上撰,7.5,調合油,2,たまねぎ・りん茎＿生,20,えのきたけ＿生,10,しめじ・ぶなしめじ＿生,10,こねぎ・葉＿生,5,かつお・昆布だし,50,こいくちしょうゆ,6,みりん風調味料,6,じゃがいもでん粉,2,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏もも肉のマヨ焼き,197,10.0,15.9,0.9,0.3,0.2,若鶏・もも、皮つき＿生,60,清酒・上撰,5,マヨネーズ・全卵型,10,こいくちしょうゆ,0.6,あおのり＿素干し,0.2,とうがらし・粉,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,鶏肉のマーマレード焼き,141,13.7,6.7,5.1,1.1,0.0,若鶏・もも、皮なし＿生,70,こいくちしょうゆ,6.7,オレンジ・マーマレード・高糖度,7,調合油,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,ハンバーグ,308,17.6,19.4,13.5,2.4,50.0,牛・ひき肉＿生,40,豚・ひき肉＿生,40,たまねぎ・りん茎＿生,50,パン粉＿乾燥,6,普通牛乳,6,鶏卵・全卵＿生,6,食塩,1.5,調合油,6,トマト加工品・ケチャップ,7.5,ウスターソース・中濃ソース,9,,,,,,,,,,,,,,,,,,,,,,
肉料理＿焼き物・炒め物,蓮根ハンバーグ,173,13.7,8.0,10.4,1.1,52.5,鶏・ひき肉＿生,60,れんこん・根茎＿生,30,にんじん・根、皮つき＿生,10,根深ねぎ・葉、軟白＿生,10,しょうが・根茎＿生,2.5,清酒・上撰,1.25,こいくちしょうゆ,1.5,じゃがいもでん粉,1.5,調合油,3,車糖・上白糖,2,こいくちしょうゆ,5,,,,,,,,,,,,,,,,,,,,
